held_out_cohort,rank,gene_id,n_nonzero,total_abundance,n_cohorts,prevalence,mean_abundance
FengQ_2015,1,UniRef90_A7B5X2,1231,0.47299469857,9,0.9991883116883117,0.0003839242683198052
FengQ_2015,2,UniRef90_A5KRL1,1230,0.191877002479,9,0.9983766233766234,0.0001557443201939935
FengQ_2015,3,UniRef90_A8S6F0,1230,0.164277042431,9,0.9983766233766234,0.00013334175521996752
FengQ_2015,4,UniRef90_D1KAJ3,1230,0.130628714317,9,0.9983766233766234,0.00010602980058198051
FengQ_2015,5,UniRef90_A5ZTV7,1229,0.131734281207,9,0.997564935064935,0.00010692717630438312
FengQ_2015,6,UniRef90_A0A1E3U755,1229,0.096572256952,9,0.997564935064935,7.83865722012987e-05
FengQ_2015,7,UniRef90_E9RZN0,1229,0.086885665973,9,0.997564935064935,7.052407952353896e-05
FengQ_2015,8,UniRef90_A0A329UIW4,1229,0.082964252008,9,0.997564935064935,6.734111364285715e-05
FengQ_2015,9,UniRef90_G2T0F8,1229,0.05860821421,9,0.997564935064935,4.757160244318182e-05
FengQ_2015,10,UniRef90_A0A0P6IRT9,1229,0.040024848014999996,9,0.997564935064935,3.248770131087662e-05
FengQ_2015,11,UniRef90_O52836,1229,0.0357671428531,9,0.997564935064935,2.9031771796347403e-05
FengQ_2015,12,UniRef90_A7AJP8,1228,0.8403643629655,9,0.9967532467532467,0.0006821139309784903
FengQ_2015,13,UniRef90_A7B5X1,1228,0.30080931633499997,9,0.9967532467532467,0.0002441634061160714
FengQ_2015,14,UniRef90_A5Z319,1228,0.21063542839100002,9,0.9967532467532467,0.00017097031525243508
FengQ_2015,15,UniRef90_A5Z511,1228,0.15601779634,9,0.9967532467532467,0.00012663782170454544
FengQ_2015,16,UniRef90_A0A3E5E271,1228,0.1014949073176,9,0.9967532467532467,8.238222996558442e-05
FengQ_2015,17,UniRef90_B0PBV1,1228,0.088518592501,9,0.9967532467532467,7.184950690016233e-05
FengQ_2015,18,UniRef90_A0A1C5SJL7,1228,0.046939856125,9,0.9967532467532467,3.810053256899351e-05
FengQ_2015,19,UniRef90_R9J210,1228,0.041555775976,9,0.9967532467532467,3.3730337642857145e-05
FengQ_2015,20,UniRef90_A0A2G5ZAL1,1228,0.02953579588,9,0.9967532467532467,2.397386029220779e-05
FengQ_2015,21,UniRef90_A5KR94,1227,0.076229467876,9,0.9959415584415584,6.187456808116884e-05
FengQ_2015,22,UniRef90_A0A2A7BHE3,1227,0.0371838427333,9,0.9959415584415584,3.0181690530275973e-05
FengQ_2015,23,UniRef90_P10952,1227,0.029330269812,9,0.9959415584415584,2.3807037185064938e-05
FengQ_2015,24,UniRef90_A0A373N964,1227,0.0232987352479,9,0.9959415584415584,1.8911311077840908e-05
FengQ_2015,25,UniRef90_A0A3E4HP53,1226,0.4101196604281,9,0.9951298701298701,0.0003328893347630682
FengQ_2015,26,UniRef90_A7B8Q0,1226,0.09759943674799999,9,0.9951298701298701,7.922032203571427e-05
FengQ_2015,27,UniRef90_A0A174CTY8,1226,0.04913061224,9,0.9951298701298701,3.9878743701298705e-05
FengQ_2015,28,UniRef90_B0P4F9,1226,0.04041721195,9,0.9951298701298701,3.280617853084415e-05
FengQ_2015,29,UniRef90_G8FXM5,1226,0.039150358905,9,0.9951298701298701,3.177788872159091e-05
FengQ_2015,30,UniRef90_A0A173XT59,1225,0.3653101552522,9,0.9943181818181818,0.0002965179831592533
FengQ_2015,31,UniRef90_C0BDI2,1225,0.104515031667,9,0.9943181818181818,8.483362959983767e-05
FengQ_2015,32,UniRef90_A0A176U927,1225,0.0847280980994,9,0.9943181818181818,6.877280689886364e-05
FengQ_2015,33,UniRef90_A6KYJ9,1225,0.0715605047596,9,0.9943181818181818,5.808482529188312e-05
FengQ_2015,34,UniRef90_A0A396GB52,1225,0.052663839393,9,0.9943181818181818,4.274662288392857e-05
FengQ_2015,35,UniRef90_G9RSQ0,1225,0.050419001926999996,9,0.9943181818181818,4.092451455113636e-05
FengQ_2015,36,UniRef90_A0A136WGM7,1225,0.047291801393,9,0.9943181818181818,3.838620242938312e-05
FengQ_2015,37,UniRef90_A0A0S2W775,1225,0.036852052607,9,0.9943181818181818,2.9912380362824676e-05
FengQ_2015,38,UniRef90_B6FSS6,1225,0.031693020374,9,0.9943181818181818,2.5724854199675324e-05
FengQ_2015,39,UniRef90_A0A176U5Z8,1225,0.0289822707353,9,0.9943181818181818,2.352457040202922e-05
FengQ_2015,40,UniRef90_T4C374,1225,0.0277435572006,9,0.9943181818181818,2.2519121104383116e-05
FengQ_2015,41,UniRef90_A0A0J8Z0N3,1225,0.016190424413,9,0.9943181818181818,1.3141578257305195e-05
FengQ_2015,42,UniRef90_A7V4G2,1224,2.2043897042319998,9,0.9935064935064936,0.0017892773573311687
FengQ_2015,43,UniRef90_A7UXY6,1224,0.4266257554734,9,0.9935064935064936,0.0003462871391829545
FengQ_2015,44,UniRef90_A7VD49,1224,0.042039591156,9,0.9935064935064936,3.412304476948052e-05
