held_out_cohort,rank,gene_id,n_nonzero,total_abundance,n_cohorts,prevalence,mean_abundance
GuptaA_2019,1,UniRef90_A7B5X2,1278,0.5274641583699999,9,0.9992181391712275,0.000412403564010946
GuptaA_2019,2,UniRef90_A5KRL1,1278,0.213983322359,9,0.9992181391712275,0.00016730517776309618
GuptaA_2019,3,UniRef90_A8S6F0,1277,0.179352659264,9,0.9984362783424551,0.00014022881881469896
GuptaA_2019,4,UniRef90_A0A1E3U755,1277,0.108060708657,9,0.9984362783424551,8.448843522830336e-05
GuptaA_2019,5,UniRef90_E9RZN0,1277,0.10114730611,9,0.9984362783424551,7.908311658326817e-05
GuptaA_2019,6,UniRef90_A0A2G5ZAL1,1277,0.03100069987,9,0.9984362783424551,2.4238232892885065e-05
GuptaA_2019,7,UniRef90_A0A1V5J5Q1,1277,0.017860537606999998,9,0.9984362783424551,1.3964454735731038e-05
GuptaA_2019,8,UniRef90_A7B5X1,1276,0.338249261575,9,0.9976544175136826,0.0002644638479867084
GuptaA_2019,9,UniRef90_A5Z319,1276,0.241791063869,9,0.9976544175136826,0.00018904696158639564
GuptaA_2019,10,UniRef90_A5ZTV7,1276,0.158920368727,9,0.9976544175136826,0.0001242536112017201
GuptaA_2019,11,UniRef90_A0A329UIW4,1276,0.088927431124,9,0.9976544175136826,6.952887499921814e-05
GuptaA_2019,12,UniRef90_G2T0F8,1276,0.064969419761,9,0.9976544175136826,5.0797044379202504e-05
GuptaA_2019,13,UniRef90_A0A1C5SJL7,1276,0.058652988529,9,0.9976544175136826,4.585847422126661e-05
GuptaA_2019,14,UniRef90_G9RSQ0,1276,0.05684611533,9,0.9976544175136826,4.44457508444097e-05
GuptaA_2019,15,UniRef90_B0P4F9,1276,0.0493206542,9,0.9976544175136826,3.856188756841282e-05
GuptaA_2019,16,UniRef90_O52836,1276,0.0380887358001,9,0.9976544175136826,2.9780090539562158e-05
GuptaA_2019,17,UniRef90_A0A2X2VRZ5,1276,0.035244590927000004,9,0.9976544175136826,2.75563650719312e-05
GuptaA_2019,18,UniRef90_A0A373N964,1276,0.028056307746,9,0.9976544175136826,2.193612802658327e-05
GuptaA_2019,19,UniRef90_A5Z511,1275,0.167734751834,9,0.99687255668491,0.00013114523208287724
GuptaA_2019,20,UniRef90_A5ZYK6,1275,0.1314148762839999,9,0.99687255668491,0.00010274814408444088
GuptaA_2019,21,UniRef90_A0A3E5E271,1275,0.1098028717636,9,0.99687255668491,8.585056431868648e-05
GuptaA_2019,22,UniRef90_A7B8Q0,1275,0.1053500981,9,0.99687255668491,8.236911501172791e-05
GuptaA_2019,23,UniRef90_B0PBV1,1275,0.098251032445,9,0.99687255668491,7.681863365519938e-05
GuptaA_2019,24,UniRef90_R9J210,1275,0.048999129360999996,9,0.99687255668491,3.831049989132134e-05
GuptaA_2019,25,UniRef90_G8FXM5,1275,0.041074150611000004,9,0.99687255668491,3.2114269437842064e-05
GuptaA_2019,26,UniRef90_P10952,1275,0.032889652823,9,0.99687255668491,2.5715131214229867e-05
GuptaA_2019,27,UniRef90_C7H7K4,1275,0.029045215274999998,9,0.99687255668491,2.270931608678655e-05
GuptaA_2019,28,UniRef90_UPI0003B4B9B1,1275,0.0245132383387,9,0.99687255668491,1.9165940843393275e-05
GuptaA_2019,29,UniRef90_A7AZK8,1275,0.017076461584,9,0.99687255668491,1.335141640656763e-05
GuptaA_2019,30,UniRef90_D1KAJ3,1274,0.12665004993099999,9,0.9960906958561376,9.902271300312743e-05
GuptaA_2019,31,UniRef90_C0BDI2,1274,0.113790484217,9,0.9960906958561376,8.896832229632525e-05
GuptaA_2019,32,UniRef90_A5KR94,1274,0.086563928859,9,0.9960906958561376,6.76809451594996e-05
GuptaA_2019,33,UniRef90_B0GAB5,1274,0.06835997819299999,9,0.9960906958561376,5.344798920484753e-05
GuptaA_2019,34,UniRef90_E2SIR4,1274,0.0574104558297,9,0.9960906958561376,4.488698657521501e-05
GuptaA_2019,35,UniRef90_A0A174CTY8,1274,0.054519970046,9,0.9960906958561376,4.262702896481627e-05
GuptaA_2019,36,UniRef90_A9KJG8,1274,0.051380409397999996,9,0.9960906958561376,4.017232947458952e-05
GuptaA_2019,37,UniRef90_A7VD49,1274,0.044338792296,9,0.9960906958561376,3.4666764891321345e-05
GuptaA_2019,38,UniRef90_A0A174Z1D1,1274,0.041498100552999996,9,0.9960906958561376,3.244573929085222e-05
GuptaA_2019,39,UniRef90_A0A2A7BHE3,1274,0.0405960210673,9,0.9960906958561376,3.174043867654418e-05
GuptaA_2019,40,UniRef90_C7H3I9,1274,0.037826729012,9,0.9960906958561376,2.9575237695074277e-05
GuptaA_2019,41,UniRef90_B6FSS6,1274,0.036675989893,9,0.9960906958561376,2.8675519853792025e-05
GuptaA_2019,42,UniRef90_D4C6N2,1274,0.03576487009,9,0.9960906958561376,2.7963150969507427e-05
GuptaA_2019,43,UniRef90_A7AZM6,1274,0.032320039454,9,0.9960906958561376,2.5269772833463642e-05
GuptaA_2019,44,UniRef90_A0A2N5NWD5,1274,0.027023757128,9,0.9960906958561376,2.1128817144644252e-05
GuptaA_2019,45,UniRef90_U2R7I4,1274,0.026827244599,9,0.9960906958561376,2.0975171695856136e-05
GuptaA_2019,46,UniRef90_C0CLV9,1274,0.0229183676999999,9,0.9960906958561376,1.7918973964034325e-05
GuptaA_2019,47,UniRef90_A0A116NS82,1274,0.02062222374,9,0.9960906958561376,1.612370894448788e-05
GuptaA_2019,48,UniRef90_D4CI29,1274,0.018345071684,9,0.9960906958561376,1.4343292950742767e-05
